time,value
1989-12-08 24:00,6324.000000
1989-12-09 24:00,6326.000000
1989-12-10 24:00,6335.000000
1989-12-11 24:00,6331.000000
1989-12-12 24:00,6312.000000
1989-12-13 24:00,6326.000000
1989-12-14 24:00,6328.000000
1989-12-15 24:00,6357.000000
1989-12-16 24:00,6330.000000
1989-12-17 24:00,6351.000000
1989-12-18 24:00,6343.000000
1989-12-19 24:00,6312.000000
1989-12-20 24:00,6336.000000
1989-12-21 24:00,6260.000000
1989-12-22 24:00,6314.000000
1989-12-23 24:00,6310.000000
1989-12-24 24:00,6316.000000
1989-12-25 24:00,6315.000000
1989-12-26 24:00,6315.000000
1989-12-27 24:00,6313.000000
1989-12-28 24:00,4928.000000
1989-12-29 24:00,4799.000000
1989-12-30 24:00,5880.000000
1989-12-31 24:00,6274.000000
1990-01-01 24:00,6310.000000
1990-01-02 24:00,6307.000000
1990-01-03 24:00,6274.000000
1990-01-04 24:00,6306.000000
1990-01-05 24:00,6293.000000
1990-01-06 24:00,6304.000000
1990-01-07 24:00,6315.000000
1990-01-08 24:00,6311.000000
1990-01-09 24:00,6315.000000
1990-01-10 24:00,6332.000000
1990-01-11 24:00,6326.000000
1990-01-12 24:00,6326.000000
1990-01-13 24:00,6357.000000
1990-01-14 24:00,6340.000000
1990-01-15 24:00,6303.000000
1990-01-16 24:00,6326.000000
1990-01-17 24:00,6317.000000
1990-01-18 24:00,6321.000000
1990-01-19 24:00,6315.000000
1990-01-20 24:00,6324.000000
1990-01-21 24:00,6331.000000
1990-01-22 24:00,6330.000000
1990-01-23 24:00,6338.000000
1990-01-24 24:00,6337.000000
1990-01-25 24:00,6327.000000
1990-01-26 24:00,6333.000000
1990-01-27 24:00,6329.000000
1990-01-28 24:00,6321.000000
1990-01-29 24:00,6315.000000
1990-01-30 24:00,6315.000000
1990-01-31 24:00,6326.000000
1990-02-01 24:00,6333.000000
1990-02-02 24:00,6323.000000
1990-02-03 24:00,6326.000000
1990-02-04 24:00,6333.000000
1990-02-05 24:00,6338.000000
1990-02-06 24:00,6314.000000
1990-02-07 24:00,6397.000000
1990-02-08 24:00,6259.000000
1990-02-09 24:00,6342.000000
1990-02-10 24:00,6308.000000
1990-02-11 24:00,6343.000000
1990-02-12 24:00,6290.000000
1990-02-13 24:00,6321.000000
1990-02-14 24:00,6342.000000
1990-02-15 24:00,6299.000000
1990-02-16 24:00,6322.000000
1990-02-17 24:00,6330.000000
1990-02-18 24:00,6335.000000
1990-02-19 24:00,6348.000000
1990-02-20 24:00,6320.000000
1990-02-21 24:00,6328.000000
1990-02-22 24:00,6313.000000
1990-02-23 24:00,6309.000000
1990-02-24 24:00,6326.000000
1990-02-25 24:00,6133.000000
1990-02-26 24:00,6315.000000
1990-02-27 24:00,6316.000000
1990-02-28 24:00,6309.000000
1990-03-01 24:00,6326.000000
1990-03-02 24:00,6321.000000
1990-03-03 24:00,6334.000000
1990-03-04 24:00,6340.000000
1990-03-05 24:00,6348.000000
1990-03-06 24:00,6145.000000
1990-03-07 24:00,6339.000000
1990-03-08 24:00,6335.000000
1990-03-09 24:00,6331.000000
1990-03-10 24:00,6333.000000
1990-03-11 24:00,6342.000000
1990-03-12 24:00,6332.000000
1990-03-13 24:00,6331.000000
1990-03-14 24:00,6313.000000
1990-03-15 24:00,6324.000000
1990-03-16 24:00,6332.000000
1990-03-17 24:00,6329.000000
1990-03-18 24:00,6340.000000
1990-03-19 24:00,6335.000000
1990-03-20 24:00,6334.000000
1990-03-21 24:00,6322.000000
1990-03-22 24:00,6322.000000
1990-03-23 24:00,6318.000000
1990-03-24 24:00,6314.000000
1990-03-25 24:00,6312.000000
1990-03-26 24:00,6312.000000
1990-03-27 24:00,6315.000000
1990-03-28 24:00,6317.000000
1990-03-29 24:00,6335.000000
1990-03-30 24:00,6332.000000
1990-03-31 24:00,6349.000000
1990-04-01 24:00,6092.000000
1990-04-02 24:00,6353.000000
1990-04-03 24:00,6336.000000
1990-04-04 24:00,6335.000000
1990-04-05 24:00,6333.000000
1990-04-06 24:00,5242.000000
1990-04-07 24:00,5249.000000
1990-04-08 24:00,6324.000000
1990-04-09 24:00,6309.000000
1990-04-10 24:00,5811.000000
1990-04-11 24:00,5208.000000
1990-04-12 24:00,5211.000000
1990-04-13 24:00,4830.000000
1990-04-14 24:00,4968.000000
1990-04-15 24:00,4935.000000
1990-04-16 24:00,4974.000000
1990-04-17 24:00,4932.000000
1990-04-18 24:00,4956.000000
1990-04-19 24:00,4953.000000
1990-04-20 24:00,5410.000000
1990-04-21 24:00,5634.000000
1990-04-22 24:00,5614.000000
1990-04-23 24:00,5662.000000
1990-04-24 24:00,5603.000000
1990-04-25 24:00,5059.000000
1990-04-26 24:00,5251.000000
1990-04-27 24:00,5008.000000
1990-04-28 24:00,2875.000000
1990-04-29 24:00,2894.000000
1990-04-30 24:00,1386.000000
1990-05-01 24:00,471.000000
1990-05-02 24:00,377.000000
1990-05-03 24:00,417.000000
1990-05-04 24:00,378.000000
1990-05-05 24:00,341.000000
1990-05-06 24:00,342.000000
1990-05-07 24:00,407.000000
1990-05-08 24:00,373.000000
1990-05-09 24:00,366.000000
1990-05-10 24:00,355.000000
1990-05-11 24:00,368.000000
1990-05-12 24:00,235.000000
1990-05-13 24:00,48.000000
1990-05-14 24:00,416.000000
1990-05-15 24:00,416.000000
1990-05-16 24:00,324.000000
1990-05-17 24:00,606.000000
1990-05-18 24:00,416.000000
1990-05-19 24:00,274.000000
1990-05-20 24:00,236.000000
1990-05-21 24:00,380.000000
1990-05-22 24:00,484.000000
1990-05-23 24:00,422.000000
1990-05-24 24:00,191.000000
1990-05-25 24:00,0.000000
1990-05-26 24:00,148.000000
1990-05-27 24:00,388.000000
1990-05-28 24:00,385.000000
1990-05-29 24:00,387.000000
1990-05-30 24:00,380.000000
1990-05-31 24:00,377.000000
1990-06-01 24:00,328.000000
1990-06-02 24:00,455.000000
1990-06-03 24:00,206.000000
1990-06-04 24:00,439.000000
1990-06-05 24:00,0.000000
1990-06-06 24:00,0.000000
1990-06-07 24:00,643.000000
1990-06-08 24:00,190.000000
1990-06-09 24:00,574.000000
1990-06-10 24:00,0.000000
1990-06-11 24:00,330.000000
1990-06-12 24:00,333.000000
1990-06-13 24:00,466.000000
1990-06-14 24:00,402.000000
1990-06-15 24:00,296.000000
1990-06-16 24:00,234.000000
1990-06-17 24:00,323.000000
1990-06-18 24:00,329.000000
1990-06-19 24:00,289.000000
1990-06-20 24:00,283.000000
1990-06-21 24:00,281.000000
1990-06-22 24:00,237.000000
1990-06-23 24:00,282.000000
1990-06-24 24:00,284.000000
1990-06-25 24:00,235.000000
1990-06-26 24:00,240.000000
1990-06-27 24:00,413.000000
1990-06-28 24:00,313.000000
1990-06-29 24:00,468.000000
1990-06-30 24:00,373.000000
1990-07-01 24:00,192.000000
1990-07-02 24:00,567.000000
1990-07-03 24:00,329.000000
1990-07-04 24:00,376.000000
1990-07-05 24:00,411.000000
1990-07-06 24:00,376.000000
1990-07-07 24:00,373.000000
1990-07-08 24:00,377.000000
1990-07-09 24:00,364.000000
1990-07-10 24:00,814.000000
1990-07-11 24:00,4115.000000
1990-07-12 24:00,4117.000000
1990-07-13 24:00,4094.000000
1990-07-14 24:00,2303.000000
1990-07-15 24:00,3453.000000
1990-07-16 24:00,2807.000000
1990-07-17 24:00,3511.000000
1990-07-18 24:00,3002.000000
1990-07-19 24:00,3000.000000
1990-07-20 24:00,1669.000000
1990-07-21 24:00,1703.000000
1990-07-22 24:00,4082.000000
1990-07-23 24:00,2717.000000
1990-07-24 24:00,3460.000000
1990-07-25 24:00,3478.000000
1990-07-26 24:00,3485.000000
1990-07-27 24:00,4585.000000
1990-07-28 24:00,3491.000000
1990-07-29 24:00,5176.000000
1990-07-30 24:00,3488.000000
1990-07-31 24:00,3466.000000
1990-08-01 24:00,3237.000000
1990-08-02 24:00,2792.000000
1990-08-03 24:00,2236.000000
1990-08-04 24:00,2145.000000
1990-08-05 24:00,2154.000000
1990-08-06 24:00,3905.000000
1990-08-07 24:00,3845.000000
1990-08-08 24:00,4053.000000
1990-08-09 24:00,2836.000000
1990-08-10 24:00,2807.000000
1990-08-11 24:00,3013.000000
1990-08-12 24:00,2851.000000
1990-08-13 24:00,2741.000000
1990-08-14 24:00,3563.000000
1990-08-15 24:00,3615.000000
1990-08-16 24:00,3692.000000
1990-08-17 24:00,3785.000000
1990-08-18 24:00,4114.000000
1990-08-19 24:00,4120.000000
1990-08-20 24:00,4111.000000
1990-08-21 24:00,4115.000000
1990-08-22 24:00,4092.000000
1990-08-23 24:00,3991.000000
1990-08-24 24:00,2896.000000
1990-08-25 24:00,3469.000000
1990-08-26 24:00,3473.000000
1990-08-27 24:00,3664.000000
1990-08-28 24:00,3833.000000
1990-08-29 24:00,3791.000000
1990-08-30 24:00,3229.000000
1990-08-31 24:00,2883.000000
1990-09-01 24:00,2157.000000
1990-09-02 24:00,2625.000000
1990-09-03 24:00,2637.000000
1990-09-04 24:00,2553.000000
1990-09-05 24:00,3007.000000
1990-09-06 24:00,2835.000000
1990-09-07 24:00,3027.000000
1990-09-08 24:00,4127.000000
1990-09-09 24:00,4117.000000
1990-09-10 24:00,3061.000000
1990-09-11 24:00,1820.000000
1990-09-12 24:00,1858.000000
1990-09-13 24:00,1712.000000
1990-09-14 24:00,1714.000000
1990-09-15 24:00,1612.000000
1990-09-16 24:00,1717.000000
1990-09-17 24:00,1754.000000
1990-09-18 24:00,2385.000000
1990-09-19 24:00,2561.000000
1990-09-20 24:00,2462.000000
1990-09-21 24:00,2466.000000
1990-09-22 24:00,1843.000000
1990-09-23 24:00,1833.000000
1990-09-24 24:00,1809.000000
1990-09-25 24:00,2169.000000
1990-09-26 24:00,1641.000000
1990-09-27 24:00,1645.000000
1990-09-28 24:00,3077.000000
1990-09-29 24:00,3490.000000
1990-09-30 24:00,4527.000000
1990-10-01 24:00,3108.000000
1990-10-02 24:00,2376.000000
1990-10-03 24:00,2025.000000
1990-10-04 24:00,2377.000000
1990-10-05 24:00,2356.000000
1990-10-06 24:00,2364.000000
1990-10-07 24:00,1482.000000
1990-10-08 24:00,2132.000000
1990-10-09 24:00,2148.000000
1990-10-10 24:00,2375.000000
1990-10-11 24:00,2351.000000
1990-10-12 24:00,1937.000000
1990-10-13 24:00,1943.000000
1990-10-14 24:00,1949.000000
1990-10-15 24:00,1940.000000
1990-10-16 24:00,1950.000000
1990-10-17 24:00,2728.000000
1990-10-18 24:00,2838.000000
1990-10-19 24:00,2159.000000
1990-10-20 24:00,1278.000000
1990-10-21 24:00,1278.000000
1990-10-22 24:00,2523.000000
1990-10-23 24:00,2122.000000
1990-10-24 24:00,1506.000000
1990-10-25 24:00,1507.000000
1990-10-26 24:00,1513.000000
1990-10-27 24:00,1936.000000
1990-10-28 24:00,3279.000000
1990-10-29 24:00,4448.000000
1990-10-30 24:00,3512.000000
1990-10-31 24:00,2542.000000
1990-11-01 24:00,3157.000000
1990-11-02 24:00,3920.000000
1990-11-03 24:00,3200.000000
1990-11-04 24:00,3190.000000
1990-11-05 24:00,2568.000000
1990-11-06 24:00,2443.000000
1990-11-07 24:00,3582.000000
1990-11-08 24:00,3304.000000
1990-11-09 24:00,3511.000000
1990-11-10 24:00,3272.000000
1990-11-11 24:00,3283.000000
1990-11-12 24:00,3211.000000
1990-11-13 24:00,2230.000000
1990-11-14 24:00,732.000000
1990-11-15 24:00,210.000000
1990-11-16 24:00,1096.000000
1990-11-17 24:00,1027.000000
1990-11-18 24:00,1022.000000
1990-11-19 24:00,1255.000000
1990-11-20 24:00,1030.000000
1990-11-21 24:00,1607.000000
1990-11-22 24:00,778.000000
1990-11-23 24:00,527.000000
1990-11-24 24:00,1962.000000
1990-11-25 24:00,2021.000000
1990-11-26 24:00,1596.000000
1990-11-27 24:00,2721.000000
1990-11-28 24:00,2751.000000
1990-11-29 24:00,3013.000000
1990-11-30 24:00,1134.000000
1990-12-01 24:00,484.000000
1990-12-02 24:00,0.000000
1990-12-03 24:00,532.000000
1990-12-04 24:00,2385.000000
1990-12-05 24:00,4075.000000
1990-12-06 24:00,4278.000000
1990-12-07 24:00,3588.000000
1990-12-08 24:00,3531.000000
1990-12-09 24:00,2739.000000
1990-12-10 24:00,2713.000000
1990-12-11 24:00,2965.000000
1990-12-12 24:00,3764.000000
1990-12-13 24:00,3419.000000
1990-12-14 24:00,3202.000000
1990-12-15 24:00,2507.000000
1990-12-16 24:00,3428.000000
1990-12-17 24:00,3171.000000
1990-12-18 24:00,1473.000000
1990-12-19 24:00,3524.000000
1990-12-20 24:00,1769.000000
1990-12-21 24:00,4244.000000
1990-12-22 24:00,3680.000000
1990-12-23 24:00,4195.000000
1990-12-24 24:00,4553.000000
1990-12-25 24:00,3396.000000
1990-12-26 24:00,3232.000000
1990-12-27 24:00,2606.000000
1990-12-28 24:00,571.000000
1990-12-29 24:00,556.000000
1990-12-30 24:00,564.000000
1990-12-31 24:00,2468.000000
1991-01-01 24:00,3917.000000
1991-01-02 24:00,3415.000000
1991-01-03 24:00,4156.000000
1991-01-04 24:00,3838.000000
1991-01-05 24:00,3942.000000
1991-01-06 24:00,5020.000000
1991-01-07 24:00,4941.000000
1991-01-08 24:00,6224.000000
1991-01-09 24:00,4314.000000
1991-01-10 24:00,2442.000000
1991-01-11 24:00,2106.000000
1991-01-12 24:00,2842.000000
1991-01-13 24:00,3024.000000
1991-01-14 24:00,2887.000000
1991-01-15 24:00,3005.000000
1991-01-16 24:00,2924.000000
1991-01-17 24:00,4040.000000
1991-01-18 24:00,4180.000000
1991-01-19 24:00,3326.000000
1991-01-20 24:00,2557.000000
1991-01-21 24:00,2554.000000
1991-01-22 24:00,4058.000000
1991-01-23 24:00,3684.000000
1991-01-24 24:00,2701.000000
1991-01-25 24:00,368.000000
1991-01-26 24:00,365.000000
1991-01-27 24:00,364.000000
1991-01-28 24:00,363.000000
1991-01-29 24:00,488.000000
1991-01-30 24:00,1439.000000
1991-01-31 24:00,1299.000000
1991-02-01 24:00,2050.000000
1991-02-02 24:00,1017.000000
1991-02-03 24:00,1132.000000
1991-02-04 24:00,3565.000000
1991-02-05 24:00,5544.000000
1991-02-06 24:00,6276.000000
1991-02-07 24:00,5282.000000
1991-02-08 24:00,4183.000000
1991-02-09 24:00,2504.000000
1991-02-10 24:00,2035.000000
1991-02-11 24:00,592.000000
1991-02-12 24:00,651.000000
1991-02-13 24:00,657.000000
1991-02-14 24:00,0.000000
1991-02-15 24:00,0.000000
1991-02-16 24:00,249.000000
1991-02-17 24:00,370.000000
1991-02-18 24:00,247.000000
1991-02-19 24:00,1082.000000
1991-02-20 24:00,3063.000000
1991-02-21 24:00,1304.000000
1991-02-22 24:00,201.000000
1991-02-23 24:00,412.000000
1991-02-24 24:00,368.000000
1991-02-25 24:00,1735.000000
1991-02-26 24:00,2990.000000
1991-02-27 24:00,1207.000000
1991-02-28 24:00,636.000000
1991-03-01 24:00,2801.000000
1991-03-02 24:00,714.000000
1991-03-03 24:00,3958.000000
1991-03-04 24:00,6109.000000
1991-03-05 24:00,6295.000000
1991-03-06 24:00,6325.000000
1991-03-07 24:00,6262.000000
1991-03-08 24:00,6288.000000
1991-03-09 24:00,6293.000000
1991-03-10 24:00,6292.000000
1991-03-11 24:00,6290.000000
1991-03-12 24:00,6281.000000
1991-03-13 24:00,6281.000000
1991-03-14 24:00,6277.000000
1991-03-15 24:00,6273.000000
1991-03-16 24:00,6269.000000
1991-03-17 24:00,6275.000000
1991-03-18 24:00,6294.000000
1991-03-19 24:00,6288.000000
1991-03-20 24:00,6288.000000
1991-03-21 24:00,6308.000000
1991-03-22 24:00,6285.000000
1991-03-23 24:00,6284.000000
1991-03-24 24:00,6289.000000
1991-03-25 24:00,6316.000000
1991-03-26 24:00,6292.000000
1991-03-27 24:00,6312.000000
1991-03-28 24:00,6339.000000
1991-03-29 24:00,6272.000000
1991-03-30 24:00,6299.000000
1991-03-31 24:00,6275.000000
1991-04-01 24:00,6297.000000
1991-04-02 24:00,6298.000000
1991-04-03 24:00,6294.000000
1991-04-04 24:00,6279.000000
1991-04-05 24:00,6290.000000
1991-04-06 24:00,6294.000000
1991-04-07 24:00,6023.000000
1991-04-08 24:00,6274.000000
1991-04-09 24:00,6261.000000
1991-04-10 24:00,6257.000000
1991-04-11 24:00,5294.000000
1991-04-12 24:00,6237.000000
1991-04-13 24:00,6271.000000
1991-04-14 24:00,6213.000000
1991-04-15 24:00,4328.000000
1991-04-16 24:00,4218.000000
1991-04-17 24:00,3340.000000
1991-04-18 24:00,3661.000000
1991-04-19 24:00,3682.000000
1991-04-20 24:00,1364.000000
1991-04-21 24:00,1515.000000
1991-04-22 24:00,1604.000000
1991-04-23 24:00,1918.000000
1991-04-24 24:00,3058.000000
1991-04-25 24:00,3999.000000
1991-04-26 24:00,4028.000000
1991-04-27 24:00,3400.000000
1991-04-28 24:00,3416.000000
1991-04-29 24:00,3260.000000
1991-04-30 24:00,2678.000000
1991-05-01 24:00,1386.000000
1991-05-02 24:00,1625.000000
1991-05-03 24:00,2618.000000
1991-05-04 24:00,845.000000
1991-05-05 24:00,2140.000000
1991-05-06 24:00,2965.000000
1991-05-07 24:00,3521.000000
1991-05-08 24:00,2459.000000
1991-05-09 24:00,1924.000000
1991-05-10 24:00,2271.000000
1991-05-11 24:00,1347.000000
1991-05-12 24:00,1142.000000
1991-05-13 24:00,432.000000
1991-05-14 24:00,403.000000
1991-05-15 24:00,0.000000
1991-05-16 24:00,557.000000
1991-05-17 24:00,369.000000
1991-05-18 24:00,0.000000
1991-05-19 24:00,2308.000000
1991-05-20 24:00,2862.000000
1991-05-21 24:00,1301.000000
1991-05-22 24:00,567.000000
1991-05-23 24:00,217.000000
1991-05-24 24:00,216.000000
1991-05-25 24:00,374.000000
1991-05-26 24:00,1070.000000
1991-05-27 24:00,1496.000000
1991-05-28 24:00,1495.000000
1991-05-29 24:00,1235.000000
1991-05-30 24:00,279.000000
1991-05-31 24:00,282.000000
1991-06-01 24:00,282.000000
1991-06-02 24:00,285.000000
1991-06-03 24:00,284.000000
1991-06-04 24:00,1883.000000
1991-06-05 24:00,953.000000
1991-06-06 24:00,1990.000000
1991-06-07 24:00,379.000000
1991-06-08 24:00,650.000000
1991-06-09 24:00,1133.000000
1991-06-10 24:00,331.000000
1991-06-11 24:00,375.000000
1991-06-12 24:00,374.000000
1991-06-13 24:00,374.000000
1991-06-14 24:00,387.000000
1991-06-15 24:00,1725.000000
1991-06-16 24:00,1313.000000
1991-06-17 24:00,1110.000000
1991-06-18 24:00,464.000000
1991-06-19 24:00,1211.000000
1991-06-20 24:00,2290.000000
1991-06-21 24:00,1591.000000
1991-06-22 24:00,1782.000000
1991-06-23 24:00,1726.000000
1991-06-24 24:00,295.000000
1991-06-25 24:00,109.000000
1991-06-26 24:00,288.000000
1991-06-27 24:00,1104.000000
1991-06-28 24:00,0.000000
1991-06-29 24:00,375.000000
1991-06-30 24:00,987.000000
1991-07-01 24:00,1209.000000
1991-07-02 24:00,2563.000000
1991-07-03 24:00,2203.000000
1991-07-04 24:00,3921.000000
1991-07-05 24:00,1477.000000
1991-07-06 24:00,511.000000
1991-07-07 24:00,368.000000
1991-07-08 24:00,367.000000
1991-07-09 24:00,375.000000
1991-07-10 24:00,110.000000
1991-07-11 24:00,122.000000
1991-07-12 24:00,182.000000
1991-07-13 24:00,819.000000
1991-07-14 24:00,1098.000000
1991-07-15 24:00,502.000000
1991-07-16 24:00,480.000000
1991-07-17 24:00,772.000000
1991-07-18 24:00,0.000000
1991-07-19 24:00,0.000000
1991-07-20 24:00,376.000000
1991-07-21 24:00,374.000000
1991-07-22 24:00,373.000000
1991-07-23 24:00,462.000000
1991-07-24 24:00,0.000000
1991-07-25 24:00,65.000000
1991-07-26 24:00,903.000000
1991-07-27 24:00,852.000000
1991-07-28 24:00,1517.000000
1991-07-29 24:00,359.000000
1991-07-30 24:00,0.000000
1991-07-31 24:00,231.000000
1991-08-01 24:00,877.000000
1991-08-02 24:00,452.000000
1991-08-03 24:00,942.000000
1991-08-04 24:00,1158.000000
1991-08-05 24:00,304.000000
1991-08-06 24:00,339.000000
1991-08-07 24:00,851.000000
1991-08-08 24:00,1254.000000
1991-08-09 24:00,1456.000000
1991-08-10 24:00,1037.000000
1991-08-11 24:00,1130.000000
1991-08-12 24:00,1670.000000
1991-08-13 24:00,2731.000000
1991-08-14 24:00,3572.000000
1991-08-15 24:00,2137.000000
1991-08-16 24:00,950.000000
1991-08-17 24:00,2000.000000
1991-08-18 24:00,2316.000000
1991-08-19 24:00,1996.000000
1991-08-20 24:00,2987.000000
1991-08-21 24:00,2027.000000
1991-08-22 24:00,2026.000000
1991-08-23 24:00,2587.000000
1991-08-24 24:00,2530.000000
1991-08-25 24:00,3416.000000
1991-08-26 24:00,2569.000000
1991-08-27 24:00,2927.000000
1991-08-28 24:00,3325.000000
1991-08-29 24:00,3716.000000
1991-08-30 24:00,4849.000000
1991-08-31 24:00,3432.000000
1991-09-01 24:00,4407.000000
1991-09-02 24:00,2460.000000
1991-09-03 24:00,1744.000000
1991-09-04 24:00,2001.000000
1991-09-05 24:00,1077.000000
1991-09-06 24:00,1119.000000
1991-09-07 24:00,1065.000000
1991-09-08 24:00,2397.000000
1991-09-09 24:00,1088.000000
1991-09-10 24:00,3904.000000
1991-09-11 24:00,4161.000000
1991-09-12 24:00,6140.000000
1991-09-13 24:00,3683.000000
1991-09-14 24:00,2408.000000
1991-09-15 24:00,2176.000000
1991-09-16 24:00,2279.000000
1991-09-17 24:00,2451.000000
1991-09-18 24:00,3171.000000
1991-09-19 24:00,1285.000000
1991-09-20 24:00,539.000000
1991-09-21 24:00,460.000000
1991-09-22 24:00,0.000000
1991-09-23 24:00,0.000000
1991-09-24 24:00,392.000000
1991-09-25 24:00,2956.000000
1991-09-26 24:00,3425.000000
1991-09-27 24:00,3040.000000
1991-09-28 24:00,1899.000000
1991-09-29 24:00,2593.000000
1991-09-30 24:00,2125.000000
1991-10-01 24:00,3369.000000
1991-10-02 24:00,2353.000000
1991-10-03 24:00,3549.000000
1991-10-04 24:00,3658.000000
1991-10-05 24:00,2869.000000
1991-10-06 24:00,4144.000000
1991-10-07 24:00,2930.000000
1991-10-08 24:00,3665.000000
1991-10-09 24:00,4208.000000
1991-10-10 24:00,4377.000000
1991-10-11 24:00,6165.000000
1991-10-12 24:00,3642.000000
1991-10-13 24:00,4482.000000
1991-10-14 24:00,4402.000000
1991-10-15 24:00,4024.000000
1991-10-16 24:00,3952.000000
1991-10-17 24:00,3984.000000
1991-10-18 24:00,3459.000000
1991-10-19 24:00,2567.000000
1991-10-20 24:00,2956.000000
1991-10-21 24:00,2430.000000
1991-10-22 24:00,1176.000000
1991-10-23 24:00,697.000000
1991-10-24 24:00,1479.000000
1991-10-25 24:00,3035.000000
1991-10-26 24:00,2705.000000
1991-10-27 24:00,2813.000000
1991-10-28 24:00,3676.000000
1991-10-29 24:00,4366.000000
1991-10-30 24:00,4406.000000
1991-10-31 24:00,3465.000000
1991-11-01 24:00,4499.000000
1991-11-02 24:00,2594.000000
1991-11-03 24:00,3454.000000
1991-11-04 24:00,2204.000000
1991-11-05 24:00,1158.000000
1991-11-06 24:00,327.000000
1991-11-07 24:00,43.000000
1991-11-08 24:00,0.000000
1991-11-09 24:00,379.000000
1991-11-10 24:00,0.000000
1991-11-11 24:00,155.000000
1991-11-12 24:00,165.000000
1991-11-13 24:00,2385.000000
1991-11-14 24:00,2471.000000
1991-11-15 24:00,4.000000
1991-11-16 24:00,996.000000
1991-11-17 24:00,1132.000000
1991-11-18 24:00,848.000000
1991-11-19 24:00,795.000000
1991-11-20 24:00,1723.000000
1991-11-21 24:00,1483.000000
1991-11-22 24:00,519.000000
1991-11-23 24:00,382.000000
1991-11-24 24:00,3320.000000
1991-11-25 24:00,408.000000
1991-11-26 24:00,0.000000
1991-11-27 24:00,0.000000
1991-11-28 24:00,374.000000
1991-11-29 24:00,121.000000
1991-11-30 24:00,314.000000
1991-12-01 24:00,2277.000000
1991-12-02 24:00,420.000000
1991-12-03 24:00,2001.000000
1991-12-04 24:00,2405.000000
1991-12-05 24:00,1565.000000
1991-12-06 24:00,391.000000
1991-12-07 24:00,0.000000
1991-12-08 24:00,0.000000
1991-12-09 24:00,375.000000
1991-12-10 24:00,648.000000
1991-12-11 24:00,370.000000
1991-12-12 24:00,378.000000
1991-12-13 24:00,368.000000
1991-12-14 24:00,0.000000
1991-12-15 24:00,369.000000
1991-12-16 24:00,369.000000
1991-12-17 24:00,130.000000
1991-12-18 24:00,1509.000000
1991-12-19 24:00,0.000000
1991-12-20 24:00,980.000000
1991-12-21 24:00,1877.000000
1991-12-22 24:00,2266.000000
1991-12-23 24:00,760.000000
1991-12-24 24:00,2424.000000
1991-12-25 24:00,2742.000000
1991-12-26 24:00,1219.000000
1991-12-27 24:00,2867.000000
1991-12-28 24:00,1837.000000
1991-12-29 24:00,2249.000000
1991-12-30 24:00,3709.000000
1991-12-31 24:00,3124.000000
1992-01-01 24:00,4559.000000
1992-01-02 24:00,4840.000000
1992-01-03 24:00,5269.000000
1992-01-04 24:00,1966.000000
1992-01-05 24:00,1142.000000
1992-01-06 24:00,386.000000
1992-01-07 24:00,2421.000000
1992-01-08 24:00,5895.000000
1992-01-09 24:00,6239.000000
1992-01-10 24:00,6274.000000
1992-01-11 24:00,6226.000000
1992-01-12 24:00,6199.000000
